leiloeiro,dataleilao,placa,chassi,lote,datainc
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ODH6217,93HFB2650CZ216476,359,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GGK6563,93Y9SR3H5JJ052033,360,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EQW4779,9BGSU19F0BB188809,361,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GVE0709,8AC904663BE046553,362,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EGU1970,9BD27808MA7171419,365,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,RBV8I73,9BWBH6BF1L4076657,366,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,LPA1250,9BWKA05Z884001579,367,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,RDX4C83,94DFCAP15LB251447,368,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,PHB6933,93XHYKB8TFCE03285,370,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,OYD0407,8AJFY29G4E8553658,372,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,IZX3J92,9BGEY48H0LG166671,373,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,PYR5668,93YHSRAF5HJ586957,374,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,CGY1H02,93HRV2870MK229454,376,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GGB4452,98867513WJKH80375,378,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,LST5069,WMWSV3108DT645667,379,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FJO1235,WDDBF4DW7EJ195079,381,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EYQ6847,KMHDC51EBBU314838,383,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,OXG3300,JSAJTE54VE4102175,384,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,LML4552,9BFZH55L2J8498890,385,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,IZL1E32,988226165KKC37775,386,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,IXI7500,WAUAFC8KXDA059127,389,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,LUP7J09,98867512WKKJ28597,390,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,NSX7499,9BFZF55A5B8123484,391,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FNL9988,3CZRE18308G502168,392,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,NNC2904,KMHDC51EBAU229425,393,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,LRD8119,KNAPB817BE7568146,394,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,PPJ0777,3FADP4YJ7FM193468,395,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,KVH8242,93XFRH77WBCA52308,396,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GCS0422,9BWAB45Z7G4063439,397,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,KXG9579,988611132HK097832,398,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ILL9267,9BD17103242367090,399,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,OYD1189,JSAJTE54VD4201936,400,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DRQ8188,93HES16506Z107512,401,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GBF9860,TSMJYB22SGM218990,402,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,LRK5240,9BD197163F3199492,403,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FIG7500,3CZRE18308G503968,404,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EVP4268,9BWAA05W9CP018822,405,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,LQZ7789,3HGRM5870DG501165,406,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DWK1933,9362AN6A98B018047,407,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FLY6822,9BD15802AD6864998,409,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,KVZ7559,93YHSR6P5DJ661907,410,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,HEX4410,9BWAA05W4DP032337,411,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,MHM6798,8AFDR12A3BJ359870,412,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ELD1055,9BD135613A2125798,413,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ELC4333,YV1DZ475BB2196913,414,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FMA2753,LVVDB12B4CD047776,415,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FKB8339,9UJDB24B8FU002410,416,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,HDQ0857,9BWKA05Z364113445,417,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,BTS9G39,9C2JF8500KR107226,418,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,NZL5307,9BFZK53A0CB357552,419,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DKA8441,8AFCZZFFC5J377923,420,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FDO5295,8A1LBMC25CL974176,421,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DAW5036,9BGTT69C0YB132643,422,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DNA3564,93HGD17404Z117288,423,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DXX9082,9BGRJ69809G164535,424,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DBS4009,9BGRX48J05G175974,426,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,COF5639,9BGSC68ZXWC660610,427,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ENO7583,9BGSA1910AB200167,428,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,QIV6528,8AGBB69S0JR116080,429,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,BAK2610,8A1LZLH0TGL224237,430,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,OXI4417,8AC906655EE087377,431,08/02/2023
Andre Cencin-7361,07/02/2023,JAB5G38,9BHCP51DBLP020387,1,08/02/2023
Andre Cencin-7361,07/02/2023,PCD5718,9C2KC2200GR069256,2,08/02/2023
Andre Cencin-7361,07/02/2023,FGH6265,9BFZB55P6D8762492,3,08/02/2023
Andre Cencin-7361,07/02/2023,FUG0716,9BGKS48B0FG208292,4,08/02/2023
Andre Cencin-7361,07/02/2023,GHN5F67,9C6RG5020N0023143,5,08/02/2023
Andre Cencin-7361,07/02/2023,KRX5048,9BGJR7520JB121595,6,08/02/2023
Andre Cencin-7361,07/02/2023,QRI0D09,9BWJL45U2LP007516,8,08/02/2023
Andre Cencin-7361,07/02/2023,PIS9703,9BRBL3HE6J0107940,10,08/02/2023
Andre Cencin-7361,07/02/2023,KPW3921,93HFB2530EZ163053,11,08/02/2023
Andre Cencin-7361,07/02/2023,FYA9057,9BHBG41DAFP463887,12,08/02/2023
Andre Cencin-7361,07/02/2023,FSP0961,WBAWX3106E0G26388,13,08/02/2023
Andre Cencin-7361,07/02/2023,DYY4I95,9C6RG5010M0071560,14,08/02/2023
Andre Cencin-7361,07/02/2023,EPJ4766,9BGXL80P0AC178539,15,08/02/2023
Andre Cencin-7361,07/02/2023,FGP4953,93XFRKH9WDCC06823,16,08/02/2023
Andre Cencin-7361,07/02/2023,GKE4090,98M8N9006H4A34234,18,08/02/2023
Andre Cencin-7361,07/02/2023,PZH3899,9BHBG51CAHP743080,19,08/02/2023
Andre Cencin-7361,07/02/2023,ECU8F78,9C6RH1150M0005828,21,08/02/2023
Andre Cencin-7361,07/02/2023,GCH9009,9C2KC2200GR009701,22,08/02/2023
Andre Cencin-7361,07/02/2023,BSZ5907,9BFZB55S7L8798422,25,08/02/2023
Andre Cencin-7361,07/02/2023,GHP8050,9C2ND1110GR100716,26,08/02/2023
Andre Cencin-7361,07/02/2023,FEL0F91,99Z0E200XM6C08449,27,08/02/2023
Andre Cencin-7361,07/02/2023,PQW8758,9BD37412FH5093854,28,08/02/2023
Andre Cencin-7361,07/02/2023,FVI4237,93XXTGA2WFCE09676,29,08/02/2023
Andre Cencin-7361,07/02/2023,FXI9975,9BG156MK0KC423696,30,08/02/2023
Andre Cencin-7361,07/02/2023,POI9914,9BFZB55S1L8807499,32,08/02/2023
Andre Cencin-7361,07/02/2023,EBY9617,935FLN6A88B560258,33,08/02/2023
Andre Cencin-7361,07/02/2023,PGM9539,9BWAA45U6ET183615,34,08/02/2023
Andre Cencin-7361,07/02/2023,EOD2A16,9C6RH1150N0009704,35,08/02/2023
Andre Cencin-7361,07/02/2023,LVE5G96,9BHGA811BLP150678,36,08/02/2023
Andre Cencin-7361,07/02/2023,RKU5D99,96PLEHC11MFS00418,37,08/02/2023
Andre Cencin-7361,07/02/2023,FTQ7260,WBAWX9104E0C82031,38,08/02/2023
Andre Cencin-7361,07/02/2023,LRJ3E64,9C2KF2220JR004827,39,08/02/2023
Andre Cencin-7361,07/02/2023,GAO2F07,98867515RNKK84900,40,08/02/2023
Andre Cencin-7361,07/02/2023,GHF6778,9BGKS69V0KG421291,41,08/02/2023
Andre Cencin-7361,07/02/2023,FXG3F43,9BRKYAAG5P0632434,42,08/02/2023
Andre Cencin-7361,07/02/2023,GIN1658,9C6RH1120H0001745,43,08/02/2023
Andre Cencin-7361,07/02/2023,EZB6975,YV1DZ9056B2219317,45,08/02/2023
Andre Cencin-7361,07/02/2023,FMV2E66,WBACX6108M9D64162,46,08/02/2023
Andre Cencin-7361,07/02/2023,ODP9757,9BD197132D3068303,47,08/02/2023
Andre Cencin-7361,07/02/2023,FCR6717,9BRBDWHE1H0333361,48,08/02/2023
Andre Cencin-7361,07/02/2023,FKN2C57,9C2KF3400NR004937,49,08/02/2023
Andre Cencin-7361,07/02/2023,KWV6088,WBA3B1101EK092269,51,08/02/2023
Andre Cencin-7361,07/02/2023,FPE5D96,9C6RH1150P0017923,52,08/02/2023
Andre Cencin-7361,07/02/2023,FRS7C03,WUAS2CF21MN903945,53,08/02/2023
Andre Cencin-7361,07/02/2023,OND4604,9BD198231E9030053,54,08/02/2023
Andre Cencin-7361,07/02/2023,FTK0J11,97NE67DF5NMAV6294,55,08/02/2023
Andre Cencin-7361,07/02/2023,RKC1I89,98867515WMKK33571,56,08/02/2023
Andre Cencin-7361,07/02/2023,BRL2844,9BMTG4DWXJM005732,57,08/02/2023
Andre Cencin-7361,07/02/2023,GHZ6C76,9BGEY48H0PG206466,58,08/02/2023
Andre Cencin-7361,07/02/2023,FZZ3425,96PLEHA19JFS00312,59,08/02/2023
Andre Cencin-7361,07/02/2023,FUW1F65,98RDB22BXNA004705,60,08/02/2023
Andre Cencin-7361,07/02/2023,OZU0011,9BHBG51CAFP371049,61,08/02/2023
Andre Cencin-7361,07/02/2023,EEU8462,3CZRE1830BG506476,63,08/02/2023
Andre Cencin-7361,07/02/2023,FAX8G72,96PERCK1XNFS00081,64,08/02/2023
Andre Cencin-7361,07/02/2023,GBS1032,SALWA2KF9GA123071,65,08/02/2023
Andre Cencin-7361,07/02/2023,OJX1035,8AJFY29G0D8534619,66,08/02/2023
Andre Cencin-7361,07/02/2023,EUU5529,KMHJU81DBCU411196,67,08/02/2023
Andre Cencin-7361,07/02/2023,EMA1A23,YV1XZBBCFM2574556,68,08/02/2023
Andre Cencin-7361,07/02/2023,DQL2287,9BFBSZGDA6B574576,69,08/02/2023
Andre Cencin-7361,07/02/2023,GDP7877,98M8N9003G4A33069,70,08/02/2023
Andre Cencin-7361,07/02/2023,BRQ8B71,97ND31GN0LM969110,71,08/02/2023
Andre Cencin-7361,07/02/2023,LTJ4120,9BRBD48E8D2579391,72,08/02/2023
Andre Cencin-7361,07/02/2023,FAW3388,9BGJR75Z0FB146397,73,08/02/2023
Andre Cencin-7361,07/02/2023,FSH1721,WVGSV65NXFW580022,74,08/02/2023
Andre Cencin-7361,07/02/2023,GAD4968,9BHGA811BJP039722,75,08/02/2023
Andre Cencin-7361,07/02/2023,EFC8F49,9C6RH1150M0001594,76,08/02/2023
Andre Cencin-7361,07/02/2023,GDB5978,9BWAH4124LT505956,77,08/02/2023
Andre Cencin-7361,07/02/2023,IWW4745,9BGKT48R0FG462563,78,08/02/2023
Andre Cencin-7361,07/02/2023,PDJ7079,9C2JB0100KR200517,79,08/02/2023
Andre Cencin-7361,07/02/2023,ETS6316,95PJN81BPCB024471,80,08/02/2023
Andre Cencin-7361,07/02/2023,FTY9147,JSAGYB41SE6100480,81,08/02/2023
Andre Cencin-7361,07/02/2023,LTG3631,9BD341A4XJY527510,82,08/02/2023
Carla Sobreira Umino-390,07/02/2023,CXM6120,9AVFAZDMEMN134531,14,08/02/2023
Carla Sobreira Umino-390,07/02/2023,EEI6355,9BD135019C2210608,16,08/02/2023
Carla Sobreira Umino-390,07/02/2023,BKD2830,9BFCXXLB2CEL19059,20,08/02/2023
Carla Sobreira Umino-390,07/02/2023,PYF2395,9BD1196GDH1138633,30-1,08/02/2023
Carla Sobreira Umino-390,07/02/2023,FCL2087,9BD11970UF1126169,30-2,08/02/2023
Carla Sobreira Umino-390,07/02/2023,EUS5612,9BD119707C1082052,30-3,08/02/2023
Carla Sobreira Umino-390,07/02/2023,EUT5909,9BD119707C1082003,30-4,08/02/2023
Carla Sobreira Umino-390,07/02/2023,FKE0039,9BD11818LE1275578,32,08/02/2023
Carla Sobreira Umino-390,07/02/2023,FRH6510,9BRK19BT8F2037417,33,08/02/2023
Carla Sobreira Umino-390,07/02/2023,DHO4205,93YLB01155J531478,53,08/02/2023
Carla Sobreira Umino-390,07/02/2023,FSP8815,9BRB29BTXE2043070,58,08/02/2023
Carla Sobreira Umino-390,07/02/2023,FRT1360,9BSP8X400E3849003,62-1,08/02/2023
Carla Sobreira Umino-390,07/02/2023,FZE7045,9BD57814UGB046055,62-2,08/02/2023
Carla Sobreira Umino-390,07/02/2023,EVQ8366,9BGRP48F0CG252731,64,08/02/2023
Carla Sobreira Umino-390,07/02/2023,NDY5169,9BM6953049B633521,65,08/02/2023
Carla Sobreira Umino-390,07/02/2023,OQT9252,93YBSR76HEJ879752,66,08/02/2023
Carla Sobreira Umino-390,07/02/2023,EPN9860,9BD255049A8883546,78,08/02/2023
Carla Sobreira Umino-390,07/02/2023,DJB7982,9BWHG82Z44R407108,81-1,08/02/2023
Carla Sobreira Umino-390,07/02/2023,DJF4337,9BM3821886B491919,81-2,08/02/2023
Carla Sobreira Umino-390,07/02/2023,FFE9928,9BFZF55P2C8230109,82,08/02/2023
Carla Sobreira Umino-390,07/02/2023,FAD7380,9BFZC52P6CB920705,85,08/02/2023
Carla Sobreira Umino-390,07/02/2023,GHC6660,953658249GR601306,87,08/02/2023
Carla Sobreira Umino-390,07/02/2023,BBX0602,WDCTG4DW6GJ188651,90,08/02/2023
Carla Sobreira Umino-390,07/02/2023,FVW9568,95V3V8F5GHM000585,92,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,BWH5984,9BWCA05X11P019476,455,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,CXM7679,8AD2A7LZ91W050091,468,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,DDN5349,9BGRD08Z01G158148,472,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,DET4200,9BWDA05XX1T188682,475,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,DCD0483,93YBB1J151J225442,484,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,DEW2148,8AP17202416010871,530,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,CVD8699,9BWZZZ373YT020727,638,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,CSC3587,9BGTT08C0YB121490,645,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,LNQ9688,9362C7LZ91W066824,669,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,CZJ8881,9BGSC19Z01B200505,684,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,CQI4901,9BWZZZ373YT006737,687,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,AIQ8542,9BWZZZ373YT011876,693,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,DCB7285,9362A7LZ91W050562,697,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,CJZ9113,9BWZZZ377VT185830,752,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,CWC2994,8AGSD35401R131620,766,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,CRD2864,9BWZZZ377XP035026,788,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,DAX0447,93YBB0Y15YJ120137,790,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,DDJ2361,9BWCA15X51T010406,856,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,DEH7167,9BGSC19Z01C250686,859,08/02/2023
Daniel dos Santos Oliveira-3758,07/02/2023,CSJ3238,9BFBSZGDAYB685177,897,08/02/2023
